Filename,Class Label
screwdriver_103187.png,2
screwdriver_115171.png,2
screwdriver_075777.png,2
pizza_079603.png,1
screwdriver_086371.png,2
bird_028462.png,0
pizza_028773.png,1
screwdriver_042332.png,2
bird_092301.png,0
pizza_065834.png,1
pizza_109793.png,1
screwdriver_071886.png,2
pizza_015166.png,1
pizza_064880.png,1
screwdriver_085269.png,2
bird_071118.png,0
screwdriver_044564.png,2
screwdriver_026605.png,2
bird_017973.png,0
pizza_037705.png,1
screwdriver_017489.png,2
bird_077390.png,0
screwdriver_002086.png,2
bird_050657.png,0
screwdriver_050275.png,2
screwdriver_056260.png,2
pizza_053754.png,1
pizza_073859.png,1
bird_108662.png,0
pizza_078562.png,1
bird_073969.png,0
screwdriver_084345.png,2
bird_082952.png,0
pizza_033143.png,1
bird_110739.png,0
bird_044313.png,0
bird_032451.png,0
pizza_129321.png,1
pizza_084370.png,1
bird_115668.png,0
screwdriver_075154.png,2
bird_081204.png,0
screwdriver_101734.png,2
screwdriver_018992.png,2
screwdriver_040907.png,2
bird_060810.png,0
pizza_130333.png,1
bird_031832.png,0
pizza_026299.png,1
bird_047500.png,0
bird_036006.png,0
bird_130153.png,0
screwdriver_007934.png,2
pizza_100816.png,1
bird_030122.png,0
screwdriver_034611.png,2
bird_063356.png,0
pizza_097353.png,1
bird_132939.png,0
pizza_113415.png,1
pizza_107243.png,1
bird_029776.png,0
screwdriver_113540.png,2
pizza_111047.png,1
pizza_083666.png,1
pizza_105955.png,1
pizza_016763.png,1
screwdriver_007387.png,2
bird_011095.png,0
pizza_078942.png,1
pizza_015952.png,1
pizza_030121.png,1
pizza_041953.png,1
bird_039477.png,0
pizza_029490.png,1
screwdriver_051576.png,2
pizza_107536.png,1
pizza_020922.png,1
pizza_016819.png,1
screwdriver_011997.png,2
pizza_009090.png,1
pizza_010733.png,1
bird_021649.png,0
bird_092988.png,0
bird_114853.png,0
pizza_013622.png,1
pizza_012153.png,1
bird_106608.png,0
pizza_079476.png,1
bird_015982.png,0
screwdriver_040905.png,2
pizza_028628.png,1
screwdriver_085929.png,2
bird_128529.png,0
bird_111730.png,0
bird_129006.png,0
screwdriver_010116.png,2
pizza_045080.png,1
bird_016571.png,0
screwdriver_034345.png,2
bird_078515.png,0
bird_057421.png,0
pizza_079905.png,1
bird_004627.png,0
screwdriver_066647.png,2
pizza_087750.png,1
pizza_027562.png,1
screwdriver_021914.png,2
bird_027746.png,0
screwdriver_012865.png,2
bird_068306.png,0
pizza_041176.png,1
bird_035972.png,0
pizza_031661.png,1
screwdriver_023696.png,2
bird_012943.png,0
screwdriver_038196.png,2
screwdriver_107300.png,2
pizza_038477.png,1
screwdriver_105882.png,2
screwdriver_084915.png,2
screwdriver_099795.png,2
screwdriver_111991.png,2
bird_037155.png,0
pizza_072206.png,1
pizza_024993.png,1
pizza_064696.png,1
screwdriver_072891.png,2
bird_125992.png,0
bird_057346.png,0
bird_101341.png,0
screwdriver_015916.png,2
pizza_084693.png,1
screwdriver_108675.png,2
pizza_073555.png,1
pizza_065551.png,1
bird_056086.png,0
bird_118068.png,0
bird_085647.png,0
screwdriver_043998.png,2
pizza_083418.png,1
pizza_059059.png,1
pizza_029156.png,1
bird_044662.png,0
bird_040320.png,0
screwdriver_040015.png,2
screwdriver_108471.png,2
bird_007866.png,0
pizza_107678.png,1
pizza_125710.png,1
bird_027831.png,0
bird_079359.png,0
screwdriver_065941.png,2
bird_080162.png,0
pizza_090695.png,1
screwdriver_066584.png,2
screwdriver_006498.png,2
screwdriver_025314.png,2
bird_067302.png,0
bird_071111.png,0
pizza_026284.png,1
screwdriver_076847.png,2
bird_045518.png,0
pizza_116777.png,1
pizza_067716.png,1
screwdriver_040693.png,2
pizza_078872.png,1
bird_105756.png,0
pizza_123661.png,1
screwdriver_085904.png,2
pizza_100208.png,1
bird_020334.png,0
pizza_112493.png,1
pizza_102707.png,1
bird_104273.png,0
bird_074104.png,0
pizza_111730.png,1
pizza_024548.png,1
pizza_042424.png,1
screwdriver_054478.png,2
screwdriver_041437.png,2
screwdriver_063429.png,2
pizza_115988.png,1
screwdriver_041656.png,2
pizza_035609.png,1
pizza_028902.png,1
bird_049494.png,0
screwdriver_001674.png,2
screwdriver_069406.png,2
screwdriver_074479.png,2
bird_050124.png,0
pizza_109070.png,1
pizza_003633.png,1
pizza_034206.png,1
bird_068977.png,0
bird_042011.png,0
bird_084483.png,0
pizza_019951.png,1
screwdriver_102923.png,2
pizza_097775.png,1
pizza_074597.png,1
pizza_017023.png,1
bird_010095.png,0
pizza_061517.png,1
pizza_076847.png,1
bird_004691.png,0
pizza_085260.png,1
bird_030213.png,0
pizza_061662.png,1
screwdriver_084221.png,2
bird_008131.png,0
screwdriver_061043.png,2
pizza_054049.png,1
screwdriver_061536.png,2
bird_125765.png,0
pizza_038996.png,1
bird_126204.png,0
screwdriver_096569.png,2
pizza_023387.png,1
pizza_081920.png,1
bird_020019.png,0
pizza_031736.png,1
bird_124095.png,0
bird_074209.png,0
pizza_009140.png,1
screwdriver_049981.png,2
screwdriver_002781.png,2
screwdriver_077594.png,2
pizza_031274.png,1
pizza_116999.png,1
bird_014453.png,0
bird_131073.png,0
pizza_091315.png,1
pizza_121895.png,1
pizza_056473.png,1
screwdriver_086333.png,2
bird_062064.png,0
bird_092376.png,0
screwdriver_112573.png,2
bird_083518.png,0
bird_047747.png,0
screwdriver_000508.png,2
screwdriver_103122.png,2
pizza_102476.png,1
bird_069493.png,0
screwdriver_006234.png,2
screwdriver_017596.png,2
bird_002143.png,0
pizza_025127.png,1
bird_076397.png,0
screwdriver_050212.png,2
pizza_066019.png,1
pizza_043466.png,1
bird_133407.png,0
screwdriver_081679.png,2
bird_080791.png,0
screwdriver_053829.png,2
screwdriver_069948.png,2
bird_029696.png,0
bird_080277.png,0
pizza_089846.png,1
bird_015190.png,0
screwdriver_059246.png,2
screwdriver_016143.png,2
screwdriver_050053.png,2
screwdriver_111226.png,2
bird_131899.png,0
bird_112134.png,0
bird_070928.png,0
pizza_052922.png,1
bird_108973.png,0
screwdriver_093252.png,2
screwdriver_036610.png,2
bird_073250.png,0
screwdriver_093610.png,2
pizza_105806.png,1
bird_065625.png,0
bird_099267.png,0
bird_009712.png,0
pizza_006612.png,1
bird_031781.png,0
bird_029123.png,0
bird_074297.png,0
bird_069687.png,0
bird_010060.png,0
bird_126667.png,0
pizza_097325.png,1
screwdriver_043918.png,2
bird_111557.png,0
screwdriver_012705.png,2
bird_116161.png,0
screwdriver_071986.png,2
pizza_038750.png,1
screwdriver_047506.png,2
bird_080796.png,0
pizza_095596.png,1
pizza_114473.png,1
pizza_104744.png,1
screwdriver_026171.png,2
bird_008597.png,0
screwdriver_032320.png,2
screwdriver_018141.png,2
screwdriver_077767.png,2
pizza_117590.png,1
bird_060960.png,0
pizza_075865.png,1
screwdriver_070097.png,2
screwdriver_080999.png,2
pizza_004816.png,1
screwdriver_014932.png,2
bird_093422.png,0
pizza_091542.png,1
screwdriver_064879.png,2
screwdriver_090764.png,2
bird_058139.png,0
pizza_043006.png,1
screwdriver_110422.png,2
screwdriver_115504.png,2
pizza_110899.png,1
bird_116509.png,0
bird_054355.png,0
screwdriver_092689.png,2
screwdriver_075506.png,2
bird_023463.png,0
pizza_128957.png,1
pizza_040806.png,1
bird_114613.png,0
pizza_122909.png,1
bird_018820.png,0
bird_083395.png,0
screwdriver_013530.png,2
screwdriver_007612.png,2
pizza_068831.png,1
bird_056482.png,0
pizza_077451.png,1
bird_041421.png,0
pizza_040804.png,1
bird_019279.png,0
screwdriver_089488.png,2
bird_055551.png,0
screwdriver_032823.png,2
bird_080949.png,0
pizza_085634.png,1
bird_000375.png,0
bird_094453.png,0
screwdriver_055205.png,2
screwdriver_086297.png,2
bird_034445.png,0
pizza_027619.png,1
pizza_063635.png,1
bird_072842.png,0
screwdriver_110325.png,2
bird_089745.png,0
pizza_021938.png,1
pizza_071271.png,1
pizza_063913.png,1
pizza_103167.png,1
bird_054525.png,0
screwdriver_073832.png,2
pizza_085802.png,1
screwdriver_002334.png,2
bird_117698.png,0
pizza_110053.png,1
bird_094885.png,0
bird_071789.png,0
bird_120815.png,0
bird_050731.png,0
pizza_130263.png,1
bird_051226.png,0
screwdriver_003316.png,2
pizza_122140.png,1
bird_121953.png,0
bird_062921.png,0
bird_096104.png,0
bird_081590.png,0
bird_079337.png,0
screwdriver_057063.png,2
pizza_105996.png,1
bird_089098.png,0
pizza_017196.png,1
pizza_125667.png,1
bird_017250.png,0
pizza_070984.png,1
screwdriver_073402.png,2
pizza_121487.png,1
bird_004683.png,0
screwdriver_035592.png,2
pizza_108878.png,1
screwdriver_070408.png,2
screwdriver_063473.png,2
pizza_059522.png,1
screwdriver_026777.png,2
screwdriver_035397.png,2
pizza_064743.png,1
pizza_088890.png,1
screwdriver_000347.png,2
screwdriver_068438.png,2
pizza_087916.png,1
screwdriver_009868.png,2
pizza_112933.png,1
bird_015001.png,0
screwdriver_115508.png,2
pizza_119999.png,1
pizza_103283.png,1
screwdriver_031284.png,2
pizza_125151.png,1
bird_108520.png,0
bird_030599.png,0
screwdriver_035241.png,2
bird_120802.png,0
screwdriver_071761.png,2
screwdriver_085525.png,2
screwdriver_031677.png,2
screwdriver_105958.png,2
bird_033706.png,0
pizza_067746.png,1
screwdriver_106645.png,2
screwdriver_104772.png,2
screwdriver_112555.png,2
pizza_090507.png,1
screwdriver_078996.png,2
bird_088555.png,0
screwdriver_011001.png,2
bird_049564.png,0
screwdriver_062962.png,2
pizza_125643.png,1
bird_012274.png,0
bird_043786.png,0
screwdriver_017349.png,2
bird_045157.png,0
screwdriver_035244.png,2
bird_072414.png,0
pizza_036985.png,1
pizza_014074.png,1
bird_090907.png,0
screwdriver_043449.png,2
screwdriver_113924.png,2
bird_064269.png,0
bird_068889.png,0
screwdriver_010840.png,2
pizza_060353.png,1
bird_054951.png,0
pizza_005440.png,1
screwdriver_047086.png,2
bird_014533.png,0
bird_004934.png,0
screwdriver_110320.png,2
bird_121694.png,0
screwdriver_012905.png,2
bird_071391.png,0
bird_065268.png,0
screwdriver_015161.png,2
pizza_095040.png,1
pizza_079653.png,1
pizza_002258.png,1
screwdriver_047856.png,2
pizza_069695.png,1
bird_060903.png,0
screwdriver_062358.png,2
bird_095368.png,0
bird_094383.png,0
bird_054301.png,0
bird_026564.png,0
bird_131331.png,0
screwdriver_005717.png,2
pizza_096941.png,1
pizza_006021.png,1
screwdriver_065263.png,2
screwdriver_064355.png,2
screwdriver_099452.png,2
screwdriver_058382.png,2
bird_111807.png,0
pizza_038777.png,1
bird_118284.png,0
pizza_021227.png,1
pizza_035759.png,1
screwdriver_071172.png,2
pizza_104455.png,1
bird_014525.png,0
pizza_115547.png,1
screwdriver_078124.png,2
screwdriver_090348.png,2
bird_112284.png,0
screwdriver_082908.png,2
pizza_027411.png,1
bird_100534.png,0
bird_079102.png,0
bird_122922.png,0
pizza_080572.png,1
pizza_125842.png,1
pizza_033146.png,1
screwdriver_034163.png,2
bird_037883.png,0
bird_088368.png,0
screwdriver_089765.png,2
bird_128564.png,0
bird_074524.png,0
pizza_116312.png,1
pizza_085394.png,1
bird_052252.png,0
screwdriver_075924.png,2
screwdriver_029760.png,2
bird_119235.png,0
bird_030989.png,0
pizza_099790.png,1
bird_057868.png,0
bird_035623.png,0
screwdriver_051457.png,2
bird_130129.png,0
screwdriver_036525.png,2
bird_096899.png,0
bird_100258.png,0
bird_034090.png,0
bird_076122.png,0
pizza_012407.png,1
bird_011689.png,0
bird_000587.png,0
pizza_101255.png,1
pizza_011905.png,1
pizza_012525.png,1
screwdriver_093152.png,2
pizza_097257.png,1
bird_074383.png,0
pizza_030218.png,1
screwdriver_090857.png,2
screwdriver_094113.png,2
bird_029104.png,0
pizza_017033.png,1
pizza_019910.png,1
bird_063784.png,0
screwdriver_019588.png,2
bird_048483.png,0
bird_006367.png,0
pizza_109456.png,1
screwdriver_113865.png,2
screwdriver_084127.png,2
bird_059991.png,0
pizza_001035.png,1
bird_039534.png,0
pizza_035126.png,1
pizza_113396.png,1
bird_066503.png,0
bird_024457.png,0
screwdriver_106597.png,2
screwdriver_019570.png,2
bird_000514.png,0
pizza_028381.png,1
pizza_049713.png,1
screwdriver_073602.png,2
bird_022390.png,0
screwdriver_085752.png,2
bird_029656.png,0
screwdriver_049955.png,2
pizza_112291.png,1
screwdriver_059895.png,2
bird_011794.png,0
bird_042010.png,0
bird_097136.png,0
screwdriver_030134.png,2
pizza_034960.png,1
bird_106875.png,0
screwdriver_050453.png,2
screwdriver_044217.png,2
bird_000008.png,0
bird_102538.png,0
pizza_011402.png,1
bird_052813.png,0
bird_103587.png,0
pizza_081726.png,1
pizza_058832.png,1
pizza_003817.png,1
bird_006872.png,0
pizza_027149.png,1
screwdriver_045444.png,2
pizza_111392.png,1
screwdriver_090866.png,2
screwdriver_081384.png,2
bird_131836.png,0
screwdriver_047748.png,2
bird_030144.png,0
bird_018824.png,0
screwdriver_045686.png,2
screwdriver_080818.png,2
pizza_061434.png,1
pizza_080766.png,1
pizza_045413.png,1
bird_027109.png,0
screwdriver_110307.png,2
pizza_062374.png,1
pizza_094937.png,1
bird_122990.png,0
bird_037568.png,0
bird_068797.png,0
pizza_073310.png,1
screwdriver_115417.png,2
bird_001218.png,0
bird_125590.png,0
pizza_042175.png,1
screwdriver_054297.png,2
bird_034152.png,0
bird_065990.png,0
screwdriver_041290.png,2
pizza_012844.png,1
bird_113664.png,0
screwdriver_077613.png,2
pizza_090748.png,1
screwdriver_109707.png,2
screwdriver_112283.png,2
pizza_088834.png,1
pizza_042991.png,1
bird_038041.png,0
bird_117224.png,0
bird_013510.png,0
pizza_061249.png,1
screwdriver_059832.png,2
bird_074105.png,0
screwdriver_052225.png,2
pizza_049725.png,1
screwdriver_079227.png,2
bird_028757.png,0
bird_002801.png,0
bird_031762.png,0
screwdriver_081064.png,2
bird_118631.png,0
pizza_122378.png,1
screwdriver_007464.png,2
bird_009590.png,0
pizza_096332.png,1
screwdriver_032188.png,2
pizza_109247.png,1
screwdriver_039190.png,2
pizza_101841.png,1
bird_089843.png,0
screwdriver_037349.png,2
bird_131184.png,0
pizza_121479.png,1
bird_127537.png,0
pizza_008815.png,1
bird_047637.png,0
bird_096934.png,0
screwdriver_033390.png,2
bird_066874.png,0
pizza_072484.png,1
pizza_058496.png,1
screwdriver_100602.png,2
screwdriver_017791.png,2
bird_016527.png,0
pizza_002196.png,1
pizza_124235.png,1
screwdriver_113798.png,2
pizza_108570.png,1
bird_101784.png,0
screwdriver_109090.png,2
screwdriver_062409.png,2
pizza_021733.png,1
pizza_129352.png,1
pizza_062674.png,1
screwdriver_022029.png,2
bird_072865.png,0
bird_031245.png,0
screwdriver_101101.png,2
screwdriver_097882.png,2
screwdriver_103802.png,2
bird_114281.png,0
bird_019786.png,0
screwdriver_002007.png,2
pizza_123523.png,1
bird_088489.png,0
screwdriver_103704.png,2
pizza_080059.png,1
pizza_042620.png,1
bird_126668.png,0
pizza_110579.png,1
pizza_070446.png,1
bird_053113.png,0
pizza_064976.png,1
bird_088719.png,0
pizza_069731.png,1
screwdriver_078716.png,2
pizza_044837.png,1
pizza_124943.png,1
pizza_128637.png,1
bird_014271.png,0
screwdriver_094736.png,2
pizza_118990.png,1
screwdriver_087187.png,2
screwdriver_028575.png,2
bird_127616.png,0
screwdriver_043134.png,2
bird_085832.png,0
bird_011090.png,0
screwdriver_068145.png,2
bird_108481.png,0
pizza_029852.png,1
pizza_100761.png,1
bird_064656.png,0
pizza_051301.png,1
pizza_108880.png,1
pizza_033139.png,1
bird_104696.png,0
pizza_101020.png,1
bird_114707.png,0
screwdriver_021695.png,2
pizza_007768.png,1
bird_006988.png,0
screwdriver_009546.png,2
screwdriver_007108.png,2
pizza_075256.png,1
screwdriver_076824.png,2
bird_003611.png,0
screwdriver_019929.png,2
bird_011084.png,0
pizza_010011.png,1
screwdriver_037187.png,2
pizza_027947.png,1
pizza_066790.png,1
pizza_050119.png,1
bird_081429.png,0
pizza_125907.png,1
bird_005669.png,0
screwdriver_114025.png,2
bird_130746.png,0
pizza_091630.png,1
bird_014036.png,0
pizza_041023.png,1
bird_028566.png,0
pizza_066342.png,1
screwdriver_000949.png,2
screwdriver_048082.png,2
bird_115175.png,0
bird_120800.png,0
pizza_123736.png,1
bird_118535.png,0
pizza_118505.png,1
screwdriver_103497.png,2
screwdriver_087688.png,2
pizza_049734.png,1
bird_075519.png,0
bird_021653.png,0
pizza_120896.png,1
pizza_008629.png,1
bird_013324.png,0
pizza_018733.png,1
pizza_037196.png,1
bird_025234.png,0
bird_008475.png,0
bird_112338.png,0
pizza_096463.png,1
pizza_054084.png,1
pizza_109261.png,1
screwdriver_070705.png,2
screwdriver_058048.png,2
screwdriver_045066.png,2
screwdriver_073530.png,2
pizza_031979.png,1
pizza_033762.png,1
bird_030856.png,0
bird_039449.png,0
pizza_026464.png,1
screwdriver_063168.png,2
screwdriver_029540.png,2
pizza_007978.png,1
pizza_076278.png,1
bird_001156.png,0
bird_035536.png,0
screwdriver_115759.png,2
screwdriver_023865.png,2
bird_077125.png,0
bird_091251.png,0
screwdriver_112330.png,2
bird_019964.png,0
bird_103749.png,0
pizza_018259.png,1
pizza_002075.png,1
bird_017485.png,0
pizza_084834.png,1
bird_085179.png,0
screwdriver_044755.png,2
screwdriver_032500.png,2
bird_087719.png,0
bird_055389.png,0
pizza_122611.png,1
screwdriver_031601.png,2
pizza_034603.png,1
bird_084599.png,0
screwdriver_100984.png,2
screwdriver_048513.png,2
pizza_059772.png,1
bird_053072.png,0
screwdriver_051954.png,2
bird_084109.png,0
bird_009980.png,0
bird_080337.png,0
bird_104375.png,0
bird_079175.png,0
bird_076106.png,0
screwdriver_016439.png,2
pizza_066527.png,1
pizza_101136.png,1
bird_014450.png,0
pizza_092641.png,1
pizza_089576.png,1
pizza_080692.png,1
bird_027411.png,0
bird_061586.png,0
bird_117234.png,0
bird_035605.png,0
bird_038967.png,0
bird_061787.png,0
screwdriver_109244.png,2
bird_000926.png,0
pizza_071561.png,1
bird_085040.png,0
pizza_055128.png,1
pizza_082708.png,1
screwdriver_013505.png,2
pizza_098096.png,1
pizza_035103.png,1
bird_059234.png,0
pizza_036727.png,1
pizza_027426.png,1
pizza_097047.png,1
pizza_076050.png,1
pizza_044536.png,1
bird_035684.png,0
bird_006053.png,0
bird_040270.png,0
bird_031075.png,0
pizza_029632.png,1
pizza_095717.png,1
bird_040800.png,0
pizza_054319.png,1
bird_057373.png,0
screwdriver_000839.png,2
bird_096370.png,0
bird_066231.png,0
bird_108444.png,0
screwdriver_100008.png,2
screwdriver_108936.png,2
screwdriver_015435.png,2
pizza_089181.png,1
pizza_060913.png,1
screwdriver_102476.png,2
bird_040564.png,0
pizza_122411.png,1
screwdriver_112843.png,2
bird_080390.png,0
screwdriver_077584.png,2
pizza_078655.png,1
screwdriver_103498.png,2
pizza_085057.png,1
bird_108659.png,0
bird_009160.png,0
screwdriver_078045.png,2
bird_020207.png,0
pizza_074006.png,1
screwdriver_020650.png,2
bird_053909.png,0
bird_065590.png,0
bird_033916.png,0
bird_077248.png,0
bird_123863.png,0
bird_007253.png,0
screwdriver_003971.png,2
screwdriver_002425.png,2
bird_015204.png,0
bird_000302.png,0
bird_067143.png,0
bird_008118.png,0
screwdriver_107390.png,2
pizza_022337.png,1
pizza_105209.png,1
bird_105338.png,0
screwdriver_085284.png,2
bird_018993.png,0
screwdriver_025512.png,2
pizza_002512.png,1
bird_084137.png,0
pizza_022294.png,1
screwdriver_030893.png,2
pizza_109761.png,1
pizza_103931.png,1
screwdriver_012554.png,2
screwdriver_079311.png,2
pizza_061804.png,1
screwdriver_059222.png,2
screwdriver_115265.png,2
screwdriver_095853.png,2
screwdriver_008087.png,2
bird_094957.png,0
bird_093460.png,0
screwdriver_013993.png,2
bird_086924.png,0
bird_005905.png,0
pizza_127957.png,1
bird_098540.png,0
pizza_016237.png,1
pizza_092929.png,1
bird_113938.png,0
bird_006263.png,0
pizza_027864.png,1
screwdriver_014270.png,2
pizza_046327.png,1
bird_069405.png,0
pizza_005375.png,1
screwdriver_077411.png,2
pizza_011395.png,1
bird_015156.png,0
pizza_019000.png,1
screwdriver_051933.png,2
screwdriver_090638.png,2
screwdriver_022536.png,2
pizza_118430.png,1
bird_107811.png,0
bird_089508.png,0
screwdriver_084874.png,2
pizza_049387.png,1
pizza_115084.png,1
pizza_056870.png,1
pizza_127744.png,1
pizza_064548.png,1
bird_085178.png,0
bird_090847.png,0
bird_035296.png,0
screwdriver_052901.png,2
screwdriver_092330.png,2
bird_013496.png,0
